139,235
138,299
137,787
137,199
136,608
136,448
133,290
132,226
128,273
126,512
126,454
124,304
124,232
123,377
122,622
121,601
120,426
118,318
118,298
117,217
115,252
112,435
112,322
111,326
111,168
110,764
110,671
108,556
108,122
107,144
105,213
99,490
98,505
96,478
95,544
95,175
92,445
92,364
91,324
91,289
89,163
88,532
88,398
87,203
87,114
86,423
83,292
81,530
80,751
78,332
75,511
72,287
70,109
65,244
64,382
63,133
62,328
59,227
58,286
57,547
57,272
56,192
55,418
54,365
53,224
51,416
50,355
49,540
48,85
47,76
46,861
45,82
44,61
42,527
42,287
39,60
37,565
36,95
33,98
32,266
31,641
31,342
30,265
30,210
29,378
28,260
28,206
27,455
26,358
25,41
24,338
23,323
22,578
22,29
20,356
16,271
14,276
14,67
13,277
12,66
10,573
10,513
10,136
10,100
9,38
8,9
7,609
6,906
5,240
4,237
3,91
2,230
967,979
963,986
902,950
819,952
801,890
800,929
798,908
797,994
795,987
791,991
788,853
781,813
776,921
775,1000
772,959
767,1002
766,1004
762,836
759,996
757,806
754,1007
754,1005
750,870
744,897
739,830
733,867
730,998
729,837
729,821
728,942
726,918
725,809
721,882
718,968
712,717
707,926
706,847
699,973
694,747
692,783
691,796
686,723
682,786
681,702
675,851
666,685
662,738
660,771
655,769
655,715
654,708
650,949
643,891
639,850
638,803
637,704
633,922
632,1010
627,889
624,1014
624,866
623,693
621,930
620,875
617,855
614,984
606,661
605,741
604,878
603,743
602,939
597,948
596,790
594,689
593,828
592,1046
592,665
590,1064
589,793
585,1027
584,1049
575,713
572,974
566,591
563,612
561,827
559,969
557,792
556,581
552,583
551,839
546,670
545,975
545,881
542,802
538,602
538,553
537,763
534,579
532,663
529,1066
529,550
528,653
526,617
525,883
525,720
523,785
521,656
520,840
520,758
516,625
514,740
514,687
510,838
509,774
509,636
506,736
504,779
503,524
502,972
501,768
499,1105
498,536
496,899
495,901
492,612
491,914
490,845
489,1113
489,576
488,599
486,672
486,487
485,1089
485,980
483,494
482,588
481,971
479,988
478,940
477,647
476,1040
476,616
475,789
472,814
471,668
469,554
467,705
462,872
461,608
459,558
458,1077
456,820
455,691
453,822
451,904
451,834
450,668
448,1071
447,1122
447,605
440,773
440,688
439,1035
439,962
437,673
433,707
431,673
431,497
429,708
428,697
427,957
424,690
419,1094
418,643
417,941
415,977
415,925
415,515
413,745
413,522
412,652
408,507
407,810
407,746
405,1148
405,550
404,700
404,572
401,652
400,825
398,915
397,626
394,720
393,843
390,642
390,437
388,400
386,676
386,451
385,669
384,873
383,539
379,631
379,498
376,1052
376,398
374,817
373,438
372,575
372,382
370,616
370,531
364,728
363,694
359,674
357,411
357,402
356,449
354,539
350,732
350,352
349,1088
349,427
348,435
344,1104
344,520
343,610
342,421
341,1015
340,468
338,1133
336,1174
335,741
333,931
332,946
332,613
331,935
330,1137
330,780
327,958
324,568
324,357
322,649
321,1068
321,407
320,868
318,799
315,951
314,583
312,644
310,859
309,422
309,380
306,1016
306,896
303,305
302,585
300,871
295,654
293,629
293,307
291,680
290,431
289,630
288,1115
288,445
286,678
285,864
285,804
284,430
282,1155
279,884
279,648
279,588
278,1251
278,577
277,521
275,412
274,495
273,595
273,325
272,711
272,610
271,1129
269,1065
269,724
268,406
264,487
262,1241
262,1009
261,1194
261,702
258,419
256,467
254,805
254,452
253,961
253,640
250,927
249,564
249,536
249,375
248,369
245,1056
245,483
244,1182
243,1218
243,487
242,981
240,1067
239,924
239,502
238,770
237,857
236,928
235,1178
234,677
234,403
233,1053
232,910
229,1114
229,287
228,517
228,353
227,443
226,233
225,259
224,576
223,1263
223,807
222,251
221,1153
220,886
219,385
218,1146
216,912
216,564
216,516
215,756
214,1061
214,537
213,683
212,571
212,344
211,735
211,409
211,257
209,518
207,753
207,698
206,649
205,808
205,552
205,250
203,418
202,1319
202,1018
201,1266
201,336
200,620
198,815
198,341
197,510
196,734
196,366
195,486
192,528
191,1256
191,944
191,892
190,1346
190,598
188,849
186,530
186,301
185,677
184,863
183,626
182,231
181,1223
179,1211
179,1083
178,433
177,911
177,253
176,703
176,426
176,338
174,1151
174,854
174,410
172,670
171,1037
170,523
169,180
168,561
167,985
166,833
165,614
165,543
164,548
164,356
162,1234
161,238
160,400
159,903
159,507
159,399
158,275
156,858
155,168
154,856
154,523
154,321
153,346
153,342
152,960
152,934
152,913
151,919
151,167
149,1134
148,383
146,282
145,1351
145,1348
145,674
143,1259
143,541
142,1141
142,598
142,340
140,283
139,275
138,351
136,1026
135,1381
135,877
135,434
134,1252
134,488
132,831
132,613
131,1228
131,442
130,518
128,336
127,263
125,1206
125,1154
125,604
124,499
123,1237
123,760
122,1060
121,535
120,494
119,1326
118,259
117,1171
116,270
116,263
114,644
114,267
113,669
113,209
111,1295
111,511
110,1393
110,603
108,714
107,586
106,1285
106,943
106,893
105,842
103,388
103,252
102,1360
102,1356
102,982
101,554
101,191
101,166
100,1147
100,625
100,316
99,667
99,581
98,170
97,700
97,695
97,220
96,329
95,578
94,954
94,482
93,1287
93,916
93,832
93,413
92,1449
92,473
91,367
90,1334
90,391
89,1457
89,750
89,484
88,158
87,1324
86,1051
86,251
84,469
84,194
83,533
81,824
81,436
80,1117
79,1487
79,1437
79,266
78,1439
77,462
76,1491
75,1447
73,1472
73,210
71,1084
71,794
71,736
71,310
70,887
69,1073
69,679
69,651
68,1470
68,1172
68,279
66,303
65,1201
65,1013
64,199
63,395
62,222
60,983
60,294
59,1270
58,1391
57,841
56,378
55,844
55,120
54,956
54,307
53,548
53,322
52,1264
52,141
51,945
51,468
50,885
49,676
49,374
48,1100
48,566
47,457
47,343
46,1477
46,684
46,259
45,1294
45,254
45,177
44,1552
44,1191
43,811
42,53
41,63
40,1452
40,1139
39,593
37,267
36,1522
36,1402
36,292
35,1363
35,1246
35,1186
35,362
34,117
34,87
33,91
31,1432
31,749
30,1333
30,662
30,240
29,400
29,155
27,1479
27,732
27,477
26,439
25,319
24,739
24,560
23,965
23,228
21,680
20,1576
20,923
19,458
19,78
18,1242
18,131
18,73
18,23
17,1230
17,1169
17,635
14,1461
14,658
13,812
13,184
12,540
11,1298
11,1130
11,446
11,164
8,286
7,301
7,231
6,160
6,98
5,152
3,88
2,611
3,519
1,1215
3,344
