102,114
74,80
120,123
79,158
51,87
50,88
27,152
15,83
69,124
20,57
14,19
117,162
107,142
10,147
138,155
70,129
35,64
30,100
135,145
105,122
96,160
92,97
40,99
128,133
103,118
78,127
62,144
54,139
24,132
39,101
37,38
29,121
113,126
110,130
46,131
33,161
23,119
148,149
72,73
34,153
109,125
71,93
49,134
86,98
75,95
68,104
65,76
53,140
61,89
52,115
48,63
47,58
45,81
36,156
18,112
90,108
59,157
94,154
56,141
106,151
43,44
67,111
17,146
25,116
22,32
137,159
60,150
13,42
11,16
9,85
7,28
143,163
55,82
31,41
6,26
91,136
84,191
77,169
12,167
3,230
66,194
164,170
168,188
5,180
165,184
8,166
183,206
173,204
171,199
186,195
178,200
177,179
174,209
182,210
175,189
172,201
196,207
193,198
185,215
181,202
187,197
111,205
190,214
176,212
192,221
77,224
4,235
208,238
203,236
74,222
73,217
48,108
211,220
81,213
52,218
46,136
232,234
219,233
116,229
112,166
92,165
66,159
65,102
56,226
49,161
44,142
32,216
192,228
138,223
137,187
128,139
104,143
100,145
95,115
76,174
72,172
63,239
61,94
54,144
30,91
21,26
16,121
10,126
7,67
4,82
182,227
152,176
150,177
135,140
132,225
123,124
110,119
107,189
84,148
75,97
70,85
68,156
62,175
55,118
45,171
36,113
34,181
27,231
25,229
24,146
12,35
8,242
154,241
153,190
131,133
130,173
120,184
106,157
101,141
99,195
93,149
87,193
53,88
43,226
42,237
37,61
28,47
23,58
17,109
213,246
196,240
159,208
158,222
122,247
103,197
96,98
78,168
71,203
60,185
50,188
31,179
22,80
20,164
19,69
5,18
198,245
162,233
151,194
134,218
127,205
117,147
86,225
74,170
59,243
40,89
33,244
29,160
14,129
9,143
186,211
180,201
178,202
160,220
125,265
105,219
103,167
86,210
79,264
57,214
51,169
45,178
39,209
38,221
25,43
24,207
19,113
1,21
223,252
216,251
215,234
204,274
183,259
181,248
163,263
163,197
156,199
155,217
151,245
150,185
136,176
123,183
120,249
116,135
114,235
112,137
110,207
102,212
90,133
83,164
82,228
80,140
75,130
68,148
60,227
58,231
57,67
55,85
52,56
35,126
26,142
17,232
15,200
254,305
236,273
206,258
168,257
147,149
146,173
144,190
139,157
134,250
132,253
131,303
129,260
128,167
124,165
121,270
119,224
117,271
109,171
104,205
101,107
99,180
91,261
84,125
77,201
64,262
64,177
62,284
59,255
51,52
50,79
49,158
48,256
47,81
46,90
41,266
37,313
36,175
34,225
33,170
31,39
22,89
20,40
14,92
12,276
315,316
251,267
220,241
218,354
214,233
208,282
191,326
189,198
187,211
185,216
182,291
169,269
162,188
161,227
153,212
127,197
124,145
118,141
111,323
108,240
97,203
96,193
95,289
93,279
88,171
84,198
83,200
82,213
78,256
78,153
76,192
72,203
71,172
69,237
66,191
63,336
62,137
55,186
42,127
38,348
34,297
32,85
23,118
18,330
17,138
13,283
13,150
12,114
9,41
5,100
2,306
280,362
268,373
265,307
258,341
257,343
255,275
248,286
243,322
234,318
231,324
224,246
222,311
221,254
217,302
217,238
204,363
204,253
202,227
193,317
184,223
179,288
176,337
174,345
168,219
166,272
164,309
163,242
161,470
157,199
155,260
154,196
152,202
151,262
151,183
149,285
147,300
131,367
130,281
128,195
125,339
122,338
121,141
116,298
115,244
109,155
107,301
106,337
106,252
105,299
98,349
94,387
94,239
90,350
84,304
83,178
80,206
77,231
77,157
76,104
73,189
73,117
72,228
70,369
65,174
60,247
58,145
54,162
53,278
50,156
44,466
44,56
40,61
36,120
31,113
30,154
29,328
28,169
28,122
19,353
16,237
16,33
15,360
15,241
9,138
8,209
6,457
4,215
394,402
380,491
378,410
364,425
342,371
327,331
319,375
319,355
311,423
308,321
297,335
294,391
293,393
293,372
292,320
287,480
281,333
276,294
268,434
263,377
261,347
261,334
259,359
256,278
255,327
250,314
250,263
248,388
242,396
241,360
236,249
226,277
223,240
221,312
219,361
213,223
212,312
210,274
204,310
201,288
200,428
195,270
194,459
187,390
186,232
186,225
182,211
181,463
180,222
179,253
172,300
169,232
160,397
159,386
158,384
156,210
152,260
149,229
148,196
146,329
145,177
144,192
143,243
142,461
140,370
140,295
139,421
134,450
134,217
130,216
129,332
127,194
125,228
123,255
116,296
115,307
115,268
114,389
112,254
112,126
111,119
110,356
109,239
108,166
105,247
103,395
103,170
101,271
99,207
98,200
97,443
96,129
94,96
93,409
93,340
89,155
87,290
86,309
85,280
79,208
75,403
75,102
71,167
70,252
68,289
66,417
66,205
65,392
64,366
63,365
59,266
55,351
54,220
49,150
48,269
47,357
47,235
46,158
41,401
40,165
39,45
38,97
38,53
37,244
32,429
32,59
29,368
27,385
26,304
26,249
25,67
24,122
23,166
22,406
21,190
21,184
20,43
18,374
18,339
16,87
15,27
14,131
11,497
11,334
10,310
8,64
7,104
6,283
5,460
2,74
716,761
543,555
534,535
524,600
517,519
500,719
493,607
468,580
465,659
458,469
456,515
453,464
442,611
430,618
424,582
422,471
381,420
379,594
362,541
359,432
358,399
347,426
346,574
345,447
333,412
329,344
325,472
325,460
320,606
317,408
316,346
314,587
313,411
311,755
308,446
302,562
301,710
300,420
299,387
296,709
295,375
294,522
290,752
281,508
280,292
277,352
275,449
274,416
272,424
267,560
267,381
264,326
262,368
259,295
258,328
257,503
251,351
250,335
247,333
246,404
246,291
245,258
238,701
236,331
230,317
224,376
219,438
218,405
215,284
214,567
214,346
211,452
209,474
208,303
206,595
202,329
199,722
199,361
195,549
194,352
192,193
190,414
190,367
189,504
188,475
188,308
187,234
183,216
182,414
180,657
180,340
176,444
175,282
173,619
173,389
173,218
172,270
172,248
170,427
167,305
165,383
164,441
162,264
161,196
153,551
150,296
149,392
148,462
147,473
146,777
146,179
143,464
141,570
141,187
139,569
